"OrganisationName","OrganisationType","MainParentOrSponsoringDepartment","PayrollStaffAo/AaHeadcount","PayrollStaffAo/AaFull-timeEquivalent","PayrollStaffEoHeadcount","PayrollStaffEoFull-timeEquivalent","PayrollStaffSeo/HeoHeadcount","PayrollStaffSeo/HeoFull-timeEquivalent","PayrollSatffGrade6/7Headcount","PayrollStaffGrade6/7Full-timeEquivalent","PayrollStaffScsHeadcount","PayrollStaffScsFull-timeEquivalent","PayrollStaffOtherUnknownOrUnspecifiedHeadcount","PayrollStaffOtherUnknownOrUnspecifiedFull-timeEquivalent","PayrollStaffTotalEmployessHeadcount","PayrollStaffTotalEmployeesFull-timeEquivalent","Non-payrollStaffAgencyStaff(Clerical/Admin)Headcount","Non-payrollSatffAgencyStaff(Clerical/Admin)Full-timeEquivalent","Non-payrollStaffInterimManagersHeadcount","Non-payrollStaffInterimManagersFull-timeEquivalent","Non-payrollStaffSpecialistContractorsHeadcount","Non-payrollStaffSpecialistContractorsFull-timeEquivalent","Non-payrollStaffConsultants/ConsultancyHeadcount","Non-payrollStaffConsultants/ConsultancyFull-timeEquivalent","Non-payrollStaffTotalEmployeesHeadcount","Non-payrollStaffTotalEmployeesFull-timeEquivalent","GrandTotal(WorkforceNumbers)Headcount","GrandTotal(WorkforceNumbers)Full-timeEquivalent","PayrollStaffCostsSalary","PayrollStaffCostsAllowances","PayrollStaffCostsNon-consolidatedPerformancePayments","PayrollStaffCostsOvertime","PayrollStaffCostsEmployerPensionContributions","PayrollStaffCostsEmployerNationalIsureanceContributions","PayrollStaffCostsTotalPaybillForPayrollStaff","Non-payrollStaffTotalCostOfContingentLabour:Agency(ClericalAndAdmin)StaffInterimManagersAndSpecialistContractors","Non-payrollStaffTotalCostOfConsultants/Consultancy","Non-payrollStaffTotalNon-payroll(Ccl)StaffCosts","GrandTotalPaybill/Staffing(PayrollAndNon-payroll)Costs","Comments"
"Food Standards Agency","Non-Ministerial Department","Food Standards Agency","11","11","475","436","430","421","165","161","20","20","0","0","1101","1049","18","18","0","0","491","491","8","8","517","517","1618","1566","3011585","151146","4750","88190","645215","356560","4257447","1910751","129564","2040315","6297762",""
