"OrganisationName","OrganisationType","MainParentOrSponsoringDepartment","PayrollStaffAo/AaHeadcount","PayrollStaffAo/AaFull-timeEquivalent","PayrollStaffEoHeadcount","PayrollStaffEoFull-timeEquivalent","PayrollStaffSeo/HeoHeadcount","PayrollStaffSeo/HeoFull-timeEquivalent","PayrollSatffGrade6/7Headcount","PayrollStaffGrade6/7Full-timeEquivalent","PayrollStaffScsHeadcount","PayrollStaffScsFull-timeEquivalent","PayrollStaffOtherUnknownOrUnspecifiedHeadcount","PayrollStaffOtherUnknownOrUnspecifiedFull-timeEquivalent","PayrollStaffTotalEmployessHeadcount","PayrollStaffTotalEmployeesFull-timeEquivalent","Non-payrollStaffAgencyStaff(Clerical/Admin)Headcount","Non-payrollSatffAgencyStaff(Clerical/Admin)Full-timeEquivalent","Non-payrollStaffInterimManagersHeadcount","Non-payrollStaffInterimManagersFull-timeEquivalent","Non-payrollStaffSpecialistContractorsHeadcount","Non-payrollStaffSpecialistContractorsFull-timeEquivalent","Non-payrollStaffConsultants/ConsultancyHeadcount","Non-payrollStaffConsultants/ConsultancyFull-timeEquivalent","Non-payrollStaffTotalEmployeesHeadcount","Non-payrollStaffTotalEmployeesFull-timeEquivalent","GrandTotal(WorkforceNumbers)Headcount","GrandTotal(WorkforceNumbers)Full-timeEquivalent","PayrollStaffCostsSalary","PayrollStaffCostsAllowances","PayrollStaffCostsNon-consolidatedPerformancePayments","PayrollStaffCostsOvertime","PayrollStaffCostsEmployerPensionContributions","PayrollStaffCostsEmployerNationalIsureanceContributions","PayrollStaffCostsTotalPaybillForPayrollStaff","Non-payrollStaffTotalCostOfContingentLabour:Agency(ClericalAndAdmin)StaffInterimManagersAndSpecialistContractors","Non-payrollStaffTotalCostOfConsultants/Consultancy","Non-payrollStaffTotalNon-payroll(Ccl)StaffCosts","GrandTotalPaybill/Staffing(PayrollAndNon-payroll)Costs","Comments"
"Food Standards Agency","Non-Ministerial Department","Food Standards Agency","10","10","468","433","445","436","164","160","21","21","0","0","1108","1060","14","14","0","0","501","501","8","8","523","523","1631","1583","3044838","130665","60250","88492","641653","343570","4309469","2254207","127473","2381680","6691149",""
